lambda_nm,neff
760.0,1.9291977059220689
762.5,1.9284667939543498
765.0,1.9277366384753627
767.5,1.9270071322262374
770.0,1.9262783922191449
772.5,1.9255501898062681
775.0,1.9248227632638246
777.5,1.9240958839784472
780.0,1.9233696750839813
782.5,1.92264401982126
785.0,1.9219190411941525
787.5,1.9211945106810286
790.0,1.920470547972106
792.5,1.9197471577395262
795.0,1.9190242263751656
797.5,1.9183018802570908
