lambda_m,neff_FH,neff_SH
1.52e-06,1.6204532487161487,1.9291977059220689
1.525e-06,1.618944406719785,1.9284667939543496
1.5300000000000002e-06,1.6174414299162,1.9277366384753627
1.5350000000000001e-06,1.615944477245066,1.9270071322262372
1.54e-06,1.614453432789648,1.9262783922191449
1.545e-06,1.6129684551764922,1.925550189806268
1.5500000000000002e-06,1.611489469260976,1.9248227632638248
1.5550000000000001e-06,1.6100166301768726,1.9240958839784472
1.56e-06,1.6085498587431064,1.9233696750839813
1.565e-06,1.6070892721589591,1.92264401982126
1.57e-06,1.605634867843992,1.9219190411941525
1.5750000000000002e-06,1.6041867221311266,1.9211945106810289
1.5800000000000001e-06,1.6027447906881764,1.920470547972106
1.585e-06,1.6013091485769717,1.9197471577395264
1.59e-06,1.599879828003019,1.9190242263751656
1.5950000000000002e-06,1.5984568248556923,1.9183018802570908
