lambda_nm,neff
1520,1.731987867730098
1525,1.7306657709273994
1530,1.7293445422383968
1535,1.7280242958933156
1540,1.7267049155638938
1545,1.7253865160920994
1550,1.7240690685767583
1555,1.7227526531886146
1560,1.721437205933639
1565,1.720122823617484
1570,1.7188094791764215
1575,1.7174972508480684
1580,1.7161860923778263
1585,1.7148760484046561
1590,1.7135671772017367
1595,1.712259419062586
