lambda_nm,neff
760.0,1.952225107876
762.5,1.9516319573116943
765.0,1.951039858012004
767.5,1.9504486994248171
770.0,1.9498585992902886
772.5,1.9492693266874477
775.0,1.9486811196051383
777.5,1.9480937471108366
780.0,1.9475073310071895
782.5,1.946921754318407
785.0,1.9463371387584572
787.5,1.9457532533724713
790.0,1.9451702176505132
792.5,1.944588034960622
795.0,1.9440065903558261
797.5,1.9434260077628718
