lambda_nm,neff
760.0,1.8896413130328489
762.5,1.888695574078943
765.0,1.8877503856305387
767.5,1.8868056511248912
770.0,1.8858614846128667
772.5,1.8849176668657313
775.0,1.8839744344767855
777.5,1.8830315684080767
780.0,1.8820891943497493
782.5,1.8811471980499754
785.0,1.880205704939245
787.5,1.879264496470085
790.0,1.8783236918450825
792.5,1.8773832996942568
795.0,1.8764432119967749
797.5,1.8755035606349058
