lambda_nm,neff
1520,1.7773255235828536
1525,1.776200119338226
1530,1.7750749276341369
1535,1.773950042377772
1540,1.7728253408462427
1545,1.7717009173322158
1550,1.7705767467731583
1555,1.7694528809924146
1560,1.768329252146545
1565,1.7672059418081878
1570,1.7660829081288578
1575,1.7649602196140834
1580,1.7638378209070487
1585,1.762715738723908
1590,1.7615940275760604
1595,1.7604726044192593
