lambda_nm,neff
1520,1.6204532487161487
1525,1.618944406719785
1530,1.6174414299162
1535,1.615944477245066
1540,1.614453432789648
1545,1.6129684551764922
1550,1.611489469260976
1555,1.6100166301768726
1560,1.6085498587431064
1565,1.6070892721589591
1570,1.605634867843992
1575,1.6041867221311266
1580,1.6027447906881764
1585,1.6013091485769717
1590,1.599879828003019
1595,1.5984568248556923
