lambda_nm,neff
760.0,1.9078145914769038
762.5,1.9069642279260228
765.0,1.9061144632854141
767.5,1.9052651953385704
770.0,1.9044165397206245
772.5,1.9035682720648872
775.0,1.9027206300316875
777.5,1.9018733893630466
780.0,1.9010266745190476
782.5,1.9001803697679627
785.0,1.8993345993782553
787.5,1.8984891393718195
790.0,1.8976441092756346
792.5,1.8967995156377175
795.0,1.8959552473808696
797.5,1.895111433660589
