lambda_m,neff_FH,neff_SH
1.52e-06,1.798964718927889,1.956483905976971
1.525e-06,1.7979522059161106,1.9559174347375028
1.5300000000000002e-06,1.7969398803637555,1.9553520854240685
1.5350000000000001e-06,1.7959278289015856,1.9547877471610728
1.54e-06,1.794915927087858,1.954224537705305
1.545e-06,1.7939042618262993,1.9536622260279235
1.5500000000000002e-06,1.7928928094636272,1.9531010499200592
1.5550000000000001e-06,1.791881611880905,1.9525407783377224
1.56e-06,1.7908706001439032,1.9519815328388896
1.565e-06,1.7898598502391962,1.951423196517832
1.57e-06,1.7888493153420566,1.9508658908477488
1.5750000000000002e-06,1.787839060276039,1.9503093847537671
1.5800000000000001e-06,1.786829026692628,1.949753797623484
1.585e-06,1.7858192349355992,1.9491991326707907
1.59e-06,1.7848097379000578,1.9486452748812368
1.5950000000000002e-06,1.7838004447052107,1.948092347792144
