lambda_nm,neff
1520,1.789903277458192
1525,1.7888420571166432
1530,1.787781012373533
1535,1.786720232683098
1540,1.7856595941951556
1545,1.7845991866822828
1550,1.7835389859164168
1555,1.7824790376168793
1560,1.781419273222836
1565,1.7803597708920884
1570,1.7793004856846861
1575,1.7782414838577296
1580,1.777182708175918
1585,1.7761241814386286
1590,1.77506595717304
1595,1.774007947472417
