lambda_m,neff_FH,neff_SH
1.52e-06,1.6204532487161487,1.920286387040273
1.525e-06,1.618944406719785,1.9195047440414503
1.5300000000000002e-06,1.6174414299162,1.9187237786944928
1.5350000000000001e-06,1.615944477245066,1.917943385623725
1.54e-06,1.614453432789648,1.917163681337064
1.545e-06,1.6129684551764922,1.9163844387319908
1.5500000000000002e-06,1.611489469260976,1.91560589591787
1.5550000000000001e-06,1.6100166301768726,1.9148278258543183
1.56e-06,1.6085498587431064,1.91405035221328
1.565e-06,1.6070892721589591,1.91327335856898
1.57e-06,1.605634867843992,1.912496968440124
1.5750000000000002e-06,1.6041867221311266,1.911720954947944
1.5800000000000001e-06,1.6027447906881764,1.9109454377466832
1.585e-06,1.6013091485769717,1.9101704222136733
1.59e-06,1.599879828003019,1.9093957956516787
1.5950000000000002e-06,1.5984568248556923,1.9086216855382336
