lambda_nm,neff
760.0,1.9552997265671943
762.5,1.9547257922314933
765.0,1.9541529595780411
767.5,1.9535811178105276
770.0,1.953010384685864
772.5,1.9524405291935225
775.0,1.9518717891854034
777.5,1.9513039336366793
780.0,1.9507370841734601
782.5,1.9501711238667228
785.0,1.9496061742569308
787.5,1.9490420042901913
790.0,1.9484787333853966
792.5,1.9479163647962556
795.0,1.9473547835204967
797.5,1.94679411320151
