lambda_m,neff_FH,neff_SH
1.52e-06,1.6204532487161487,1.9552997265671943
1.525e-06,1.618944406719785,1.9547257922314931
1.5300000000000002e-06,1.6174414299162,1.9541529595780407
1.5350000000000001e-06,1.615944477245066,1.953581117810528
1.54e-06,1.614453432789648,1.953010384685864
1.545e-06,1.6129684551764922,1.9524405291935223
1.5500000000000002e-06,1.611489469260976,1.9518717891854036
1.5550000000000001e-06,1.6100166301768726,1.9513039336366795
1.56e-06,1.6085498587431064,1.95073708417346
1.565e-06,1.6070892721589591,1.9501711238667228
1.57e-06,1.605634867843992,1.9496061742569308
1.5750000000000002e-06,1.6041867221311266,1.9490420042901917
1.5800000000000001e-06,1.6027447906881764,1.9484787333853968
1.585e-06,1.6013091485769717,1.947916364796256
1.59e-06,1.599879828003019,1.9473547835204967
1.5950000000000002e-06,1.5984568248556923,1.94679411320151
