lambda_nm,neff
1520,1.6204532487161487
1525,1.618944406719785
1530,1.6174414299162
1535,1.6159444772450662
1540,1.6144534327896458
1545,1.6129684551764905
1550,1.6114894692609742
1555,1.6100166301768708
1560,1.6085498587431046
1565,1.6070892721589536
1570,1.6056348678441532
1575,1.6041867221311605
1580,1.6027447906882113
1585,1.601309148577005
1590,1.599879828002927
1595,1.5984568248557363
