lambda_nm,neff
760.0,1.944654777173679
762.5,1.9440152048786679
765.0,1.9433765716371276
767.5,1.9427387677104488
770.0,1.942101910706014
772.5,1.9414657701558056
775.0,1.9408305842743518
777.5,1.9401961225927729
780.0,1.9395625073465779
782.5,1.9389296215250877
785.0,1.9382975872650006
787.5,1.93766617410079
790.0,1.9370355016457503
792.5,1.9364055736120003
795.0,1.9357762753216552
797.5,1.9351477314445173
