lambda_nm,neff
1520,1.7592125570749217
1525,1.75800185516455
1530,1.7567915285346414
1535,1.7555816784956548
1540,1.7543721845109517
1545,1.753163148375926
1550,1.7519545437140434
1555,1.75074643258797
1560,1.7495387485318927
1565,1.7483315787511062
1570,1.747124886715879
1575,1.7459187446090576
1580,1.7447131003655163
1585,1.7435079872575205
1590,1.7423034613522144
1595,1.7410994479597375
