lambda_m,neff_FH,neff_SH
1.52e-06,1.7592125570749215,1.944654777173679
1.525e-06,1.75800185516455,1.944015204878668
1.5300000000000002e-06,1.7567915285346414,1.943376571637128
1.5350000000000001e-06,1.7555816784956548,1.9427387677104488
1.54e-06,1.7543721845109517,1.942101910706014
1.545e-06,1.753163148375926,1.9414657701558056
1.5500000000000002e-06,1.7519545437140434,1.940830584274352
1.5550000000000001e-06,1.75074643258797,1.9401961225927729
1.56e-06,1.7495387485318927,1.9395625073465776
1.565e-06,1.7483315787511062,1.938929621525088
1.57e-06,1.747124886715879,1.9382975872650008
1.5750000000000002e-06,1.7459187446090576,1.93766617410079
1.5800000000000001e-06,1.7447131003655163,1.9370355016457503
1.585e-06,1.7435079872575203,1.9364055736120005
1.59e-06,1.7423034613522144,1.9357762753216552
1.5950000000000002e-06,1.7410994479597377,1.9351477314445171
